name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Phyllosticta citricarpa CBS 122482 v1.0	Pcit122482	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Phyllosticta capitalensis CBS 173.77 v2.0	Phycapi2	121624	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta capitalensis
Phyllosticta citriasiana CBS 123371 v2.0	Pcitri2	595635	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citriasiana
Phyllosticta citricarpa CBS 131864 v1.0	Pcit131864	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Phyllosticta capitalensis CBS 111638 v2.0	Phcapit2	121624	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta capitalensis
Phyllosticta citricarpa CPC 16586 v1.0	Pcit16586	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Phyllosticta citricarpa CBS 122670 v1.0	Pcit122670	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Phyllosticta citricarpa CBS 111.20 v1.0	Pcit11120	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Phyllosticta citricarpa CBS 102373 v1.0	Pcit120373	55181	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citricarpa
Fusarium oxysporum NRRL 26365	Fox26365_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. matthiolae PHW726	FoxPHW726_1	96317	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Tricholoma populinum 2016PMI031 v1.0	Tripop1	116051	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma populinum
Armillaria novae-zelandiae 2840 v1.0	Armnov1	153914	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria novae-zelandiae
Armillaria fumosa CBS 122221 v1.0	Armfum1	153910	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria fumosa
Tulasnella inquilina UAMH 7632 v1.0	Tulinq1	2600232	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	NA	Tulasnella sp. JGI-2019a
Tulasnella sp. 425 v1.0	Tulsp425_1	2600229	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella sp. 425
Daldinia loculatoides CBS 113279 v1.0	Dallocu1	1358886	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia loculatoides
Xylariaceae sp. FL0821 v1.0	XyFL0821_1	2789221	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	Xylariaceae sp. FL0821
Hypoxylon polyporus FL1289 v1.0	Hyppol1	326676	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon polyporus
Podosordaria jugoyasan CBS 670.77 v1.0	Podjug1	323548	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Podosordaria	Podosordaria jugoyasan
Annulohypoxylon sp. FL0455 v1.0	AnFL0455	2789220	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon sp. FL0455
Piloderma byssinum 4S31 v1.0	Pilbys1	146056	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma byssinum
Piloderma sphaerosporum 354 v1.0	Pilsph1	515974	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma sphaerosporum
Neocallimastix lanati v1.0	Neolan1	2767002	Eukaryota	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	Neocallimastix sp. JGI-2020a
Leratiomyces ceres mycota028 v1.0	Lerce1	935580	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces ceres
Leratiomyces erythrocephalus mycota031 v1.0	Lerer1	1608644	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces erythrocephalus
Pisolithus microcarpus 441 v2.0	Pismi2	178872	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus microcarpus
Pisolithus tinctorius Marx 270 v2.0	Pisti2	37468	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus tinctorius
Mycena olivaceomarginata CBHHK47/15 v1.0	Mycoli1	230810	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena olivaceomarginata
Mycena pura 9144 v1.0	Mycpur1	153505	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena pura
Morchella kakiicolor PhC 280 v3.0	Morkaki1	2715921	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella kakiicolor
Mycena vulgaris CBHHK164 v1.0	Mycvul1	1033282	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena vulgaris
Morchella pulchella Mel-31 v1.0	Morpul1	1579549	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella pulchella
Mycena leptocephala CBHHK5/15 v1.0	Myclep1	230808	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena leptocephala
Morchella fluvialis PhC 265 v3.0	Morfluv1	1611433	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella fluvialis
Mycena polygramma CBHHK137 v1.0	Mycpol1	230801	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena polygramma
Mycena galericulata CBHHK162m v1.0	Mycgale1	71905	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena galericulata
Mycena metata CBHHK182m v1.0	Mycmet1	1033252	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena metata
Morchella semilibera PhC 218 v1.0	Morsem1	62758	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella semilibera
Mycena maculata CBHHK188m v1.0	Mycmac1	230809	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena maculata
Morchella diminutiva Mes-2 v1.0	Mordim1	1174667	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella diminutiva
Phleogena faginea OMC 1709 v1.0	Phlfa1	5224	Eukaryota	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Phleogena	Phleogena faginea
Laccaria bicolor D101 v1.0	LacbiD101_1	983311	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria bicolor
Morchella prava Mes-7 v1.0	Morpra1	1174674	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella prava
Sistotrema sernanderi OMC 1753 v1.0	Sisser1	154758	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Sistotrema	Sistotrema sernanderi
Sistotrema muscicola OMC 1658 v1.0	Sismus1	154757	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Sistotrema	Sistotrema muscicola
Intextomyces contiguus OMC1699 v1.0	Intcon1_1	2789333	Eukaryota	Basidiomycota	Agaricomycetes	NA	NA	Intextomyces	Intextomyces contiguus
Phellinus viticola PhevitSig-SM15 v1.0	Phevit1	139386	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia viticola
Gyromitra infula GyrinfSpk-SM18 v1.0	Gyrinf1	273506	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gyromitra	Gyromitra infula
Antrodiella citrinella FBCC 969 v1.0	Antcit1	2447956	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella citrinella
Morchella disparilis PhC 293 v1.0	Mordis1	1810716	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella disparilis
Suillus punctipes FC325 v1.0	Suipunc1	48581	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus punctipes
Suillus pungens FC27 v1.0	Suipun1	48582	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus pungens
Morchella brunnea NRRL 20869 v1.0	Morbru1	1174671	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella brunnea
Clavariopsis aquatica WDA-00-1	Claaq1	253306	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Clavariopsis	Clavariopsis aquatica
Venturia effusa	Veneff1	50376	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia effusa
Blumeria graminis f. sp. tritici 96224 v3.16	Blugra3_16	62690	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
Lentamyces zychae NRRL 2806 v1.0	Lenzyc1	36079	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces zychae
Mortierella capitata AV005 v1.0	Morcap1	64521	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Actinomortierella	Actinomortierella capitata
Absidia caerulea NRRL1315 v1.0	Abscae1	90261	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia caerulea
Lentamyces parricidus NRRL2409 v1.0	Lenpar1	327271	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricida
Tuber canaliculatum GB_Tcana1 v1.0	Tubcan1	349718	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber canaliculatum
Tuber gibbosum GB_Tgibb2 v1.0	Tubgib1	44634	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber gibbosum
Chalciporus piperatus 201810 CP v1.0	Chapip1	145387	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Chalciporus	Chalciporus piperatus
Lactarius indigo 2018DUKE089 v1.0	Lacind1	222702	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius indigo
Mortierella gamsii AM1032 v1.0	Morgam1	64522	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia gamsii
Aspergillus floridensis DTO 198-A8 v1.0	Aspflor1	1072270	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus floridensis
Aspergillus shendaweii IBT 34197 v1.0	Aspshe1	2082511	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus shendaweii
Aspergillus pseudoviridinutans IBT 34175 v1.0	Asppsev1	1517512	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoviridinutans
Aspergillus sesamicola CBS 137324 v1.0	Aspses1	1507530	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sesamicola
Aspergillus sepultus CBS 257.85 v1.0	Aspsep1	138283	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sepultus
Aspergillus thesauricus IBT 34227 v1.0	Aspth1	1194637	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thesauricus
Aspergillus waksmanii IBT 31900 v1.0	Aspwak1	454252	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus waksmanii
Aspergillus cumulatus DTO 311-F5 v1.0	Aspcu1	1469429	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cumulatus
Aspergillus creber IBT 32277 v1.0	Aspcreb1	1220201	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus creber
Aspergillus nutans CBS 121.56 v1.0	Aspnut1	41752	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nutans
Aspergillus transcarpathicus CBS 423.68 v1.0	Asptran1	1904041	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus transcarpathicus
Aspergillus oerlinghausenensis CBS 139183 v1.0	Aspoer1	1774284	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oerlinghausenensis
Aspergillus haitiensis CBS 468.91 v1.0	Asphai1	1810914	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus haitiensis
Aspergillus tennesseensis IBT 32283 v1.0	Aspten1	1220210	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tennesseensis
Aspergillus templicola CBS 138181 v1.0	Asptem1	1546150	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus templicola
Aspergillus tsurutae IBT 34206 v1.0	Asptsu1	2079209	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tsurutae
Aspergillus cretensis CBS 112802 v1.0	Aspcre1	306091	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cretensis
Aspergillus viridinutans CBS 127.56 v1.0	Aspvir1	75553	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus viridinutans
Aspergillus pulvericola CBS 137327 v1.0	Asppul1	1507526	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pulvericola
Aspergillus aureofulgens IBT 27100 v1.0	Aspaurful1	41903	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luppiae
Aspergillus dromiae CBS 140633 v1.0	Aspdro1	2663347	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus dromiae
Aspergillus puulaauensis IBT 32284 v1.0	Asppuu1	1220207	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis
Aspergillus subramanianii CBS 138230 v1.0	Aspsubr1	1565989	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus subramanianii
Aspergillus trinidadensis IBT 32571 v1.0	Asptri1	2608849	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus trinidadensis
Aspergillus pseudofelis IBT 34107 v1.0	Asppsf1	1517514	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudofelis
Aspergillus giganteus CBS 515.65 v1.0	Aspgig1	5060	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus giganteus
Aspergillus westerdijkiae CBS 112803 v1.0	Aspwest1	357447	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus westerdijkiae
Aspergillus siamensis CBS 137452 v1.0	Aspsia1	1907481	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus siamensis
Aspergillus costiformis CBS 101749 v1.0	Aspcost1	1032661	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus costiformis
Aspergillus cleistominutus CBS 200.75 v1.0	Aspcle1	210209	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cleistominutus
Aspergillus miraensis CBS 140625 v1.0	Aspmir1	1810918	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus miraensis
Aspergillus affinis CBS 129190 v1.0	Aspaff1	1070780	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus affinis
Aspergillus neoconicus CBS 233.90 v1.0	Aspneoc1	2663349	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. CBS 233.90
Aspergillus neowarcupii IBT 29024 v1.0	Aspneow1	2601843	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. JGI-2019a
Aspergillus cervinus CBS 196.64 v1.0	Aspcer1	41749	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cervinus
Aspergillus dentatus CBS 114.63 v1.0	Aspden1	286160	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
Mycotypha indica IMI 211999 v1.0	Mycind1	2053761	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mycotyphaceae	Mycotypha	Mycotypha indica
Fennellomyces linderi CBS 158.54 v1.0	FenlinCB54_1	101136	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Fennellomyces	Fennellomyces linderi
Cladochytrium replicatum JEL 714 v1.0	Clarep1_1	109936	Eukaryota	Chytridiomycota	Chytridiomycetes	Cladochytriales	Cladochytriaceae	Cladochytrium	Cladochytrium replicatum
Phycomyces blakesleeanus L51 v1.0	Phybl_L51_1	4837	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
Morchella peruviana NRRL 66754 v1.0	Morper1	2382058	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella peruviana
Morchella punctipes GB769 v1.0	Morpun1	743780	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella punctipes
Morchella angusticeps Mel-15 v1.0	Morang1	60347	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella angusticeps
Morchella eohespera Mel-19 v1.0	Moreoh1	1729728	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella eohespera
Lophodermium piceae NOR1-14_p44 v1.0	Loppic1	128022	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium piceae
Morchella hispaniolensis Mel-18 v1.0	Morhis1	2382056	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella hispaniolensis
Pycnoporellus fulgens PcyfulGre-SM17 v1.0	Pycful1	202718	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Pycnoporellus	Pycnoporellus fulgens
Suillus ochraceoroseus FC498 v1.0	Suioch1	48577	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus ochraceoroseus
Suillus sp. nov. FC429 v1.0	SuiFC429_1	2761429	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus sp. FC429
Suillus collinitus S28 v1.0	Suicol1	48567	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus collinitus
Xenasmatella tulasnelloidea OMC1662 v1.0	Xentul1	2817877	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Phlebiella	Phlebiella tulasnelloidea
Cantharellales sp. MUCL 035158 v1.0	Tylas1	2734616	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	Cantharellales sp. MUCL 035158
Plectosphaerella cucumerina MPI-SDFR-AT-0117 v2.0	Plecucu2	936078	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella plurivora
Disciotis venosa NRRL 24433 v1.0	Disven1	44606	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Disciotis	Disciotis venosa
Verpa conica TJ0815 v1.0	Vercon1	44608	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa	Verpa conica
Serpulomyces borealis OMC1750 v1.0	Serbor1	467939	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Serpulomyces	Serpulomyces borealis
Cerinomyces crustulinus OMC1686 v1.0	Cercru1	264081	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Cerinomycetaceae	Cerinomyces	Cerinomyces crustulinus
Dacrymyces tortus OMC1693 v1.0	Dactort1	2780975	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Cerinomycetaceae	Cerinomyces	Cerinomyces tortus
Unilacryma unispora MAFF 240146 v1.0	Uniuni1	434259	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Unilacryma	Unilacryma unispora
Cortinarius sp. KIS3-TL2766 v1.0	CorKIS3_1	34451	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA
Fusarium oxysporum MRL8996 v1.0	FoxMRL8996	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Schizophyllum commune ZB1 v1.0	SchcoZB1	5334	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Schizophyllum commune ZB2 v1.0	SchcoZB2	5334	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Fusarium oxysporum F2-06 v1.0	FoxF206_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F10-08 v1.0	FoxF1008_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F2-07 v1.0	FoxF207_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F10-03 v1.0	FoxF1003_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F2-04 v1.0	FoxF204_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F2-02 v1.0	FoxF202_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F10-04 v1.0	FoxF1004_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F10-10 v1.0	FoxF1010_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum F2-01 v1.0	FoxF201_1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Schizophyllum radiatum CBS 301.32 v1.0	Schrad1	181676	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum radiatum
Suillus cf. sibiricus RUI384 v1.0	Suisib1	48584	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus sibiricus
Suillus quiescens FC197 v1.0	Suiqui1	627136	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus quiescens
Suillus elbensis FC64 v1.0	Suielb1	1912937	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus elbensis
Suillus pseudogranulatus FC45 v1.0	Suipse1	2170351	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus pseudogranulatus
Golovinomyces orontii MGH1 v4.0	Golor4	62715	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	Golovinomyces orontii
Leucoagaricus gongylophorus AL2 v1.0	LeugonAL2_1	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus
Leucoagaricus gongylophorus AS2 v1.0	LeugonAS2_1	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus
Blumeria graminis f. sp. hordei 5874 v1.0	Bgh5874_1	34373	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
Leucoagaricus gongylophorus AB2 v1.0	Leugon1	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus
Erysiphe pisi Palampur-1 v2.0	Erypi2	36044	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pisi
Phyllosticta capitalensis CBS 356.52 v1.0	Phcapi1	121624	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta capitalensis
Phyllosticta capitalensis CBS 123374 v1.0	Pcapi1	121624	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta capitalensis
Phyllosticta capitalensis CBS 117118 v1.0	Phcap1	121624	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta capitalensis
Suillus placidus S07 v1.0	Suiplac1	48579	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus placidus
Mortierella wolfii NRRL 6351 v1.0	Morwol1	90253	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Actinomortierella	Actinomortierella wolfii
Scheffersomyces segobiensis NRRL Y-11571T v1.0	Schseg1_1	45512	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces segobiensis
Suillus plorans S12 v1.0	Suiplo1	116603	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus plorans
