name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Penicillium digitatum PHI26	Pendi1	1170229	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium digitatum
Fusarium fujikuroi IMI 58289	Fusfu1	1279085	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi
Grosmannia clavigera kw1407	Grocl1	655863	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Grosmannia	Grosmannia clavigera
Coccidioides immitis RS 	Cocim1	246410	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides immitis
Gymnascella citrina v1.1	Gymci1_1	37245	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnascella	Gymnascella citrina
Xylona heveae TC161 v1.0	Xylhe1	1328760	Eukaryota	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Xylona	Xylona heveae
Monascus purpureus v1.0	Monpu1	1149898	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus purpureus
Sodiomyces alkalinus v1.0	Sodal1	1302862	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus
Anthostoma avocetta NRRL 3190 v1.0	Antav1	1405086	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Anthostoma	Anthostoma avocetta
Saccharomyces cerevisiae YB210 v1.0	SacceYB210_1	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Lophiostoma macrostomum v1.0	Lopma1	1314788	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma macrostomum
Gymnascella aurantiaca v1.0	Gymau1	1149896	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnascella	Gymnascella aurantiaca
Atractiellales rhizophila PMI 95 v2.0	Atrsp2	1938712	Eukaryota	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila
Dissoconium aciculare v1.0	Disac1	1314786	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium aciculare
Neofusicoccum parvum UCRNP2	Neopa1	1287680	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum parvum
Piedraia hortae CBS 480.64 v1.1	Pieho1_1	147573	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Piedraiaceae	Piedraia	Piedraia hortae
Antonospora locustae HM-2013	Antlo1	1284279	Eukaryota	Microsporidia	NA	NA	NA	Antonospora	Antonospora locustae
Nematocida parisii ERTm1	Nempa1	881290	Eukaryota	Microsporidia	NA	NA	NA	Nematocida	Nematocida parisii
Wilcoxina mikolae CBS 423.85 v1.0	Wilmi1	43439	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
Backusella circina FSU 941 v1.0	Bacci1	64653	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella circina
Colletotrichum graminicola M1.001	Colgr1	645133	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola
Schizophyllum commune Loenen D v1.0	Schco_LoeD_1	1314666	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Schizophyllum commune Tattone D v1.0	Schco_TatD_1	1314663	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Penicillium brevicompactum 1011305 v2.0	Penbr2	5074	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum
Microsporum canis CBS 113480	Micca1	554155	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	Microsporum canis
Histoplasma capsulatum NAm1	Hisca1	2059318	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma mississippiense (nom. inval.)
Trichophyton rubrum CBS 118892	Triru1	559305	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
Zopfia rhizophila v1.0	Zoprh1	160035	Eukaryota	Ascomycota	Dothideomycetes	NA	Zopfiaceae	Zopfia	Zopfia rhizophila
Rhizopus microsporus var. microsporus ATCC52813 v1.0	Rhimi1_1	1340429	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
Exidia glandulosa v1.0	Exigl1	5219	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia glandulosa
Pleomassaria siparia v1.0	Plesi1	100044	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Pleomassaria	Pleomassaria siparia
Macrolepiota fuliginosa MF-IS2 v1.0	Macfu1	1400762	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota fuliginosa
Phlegmacium glaucopus AT 2004 276 v2.0	Corgl3	1149754	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius glaucopus
Chalara longipes BDJ v1.0	Chalo1	1379296	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara longipes
Viridothelium virens v1.0	Tryvi1	1048519	Eukaryota	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Viridothelium	Viridothelium virens
Calocera cornea v1.0	Calco1	1353952	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera cornea
Penicillium expansum ATCC 24692 v1.0	Penex1	27334	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
Trichaptum abietinum v1.0	Triab1_1	1356356	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	Trichaptum	Trichaptum abietinum
Penicillium canescens ATCC 10419 v1.0	Penca1	5083	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens
Penicillium bilaiae ATCC 20851 v1.0	Penbi1	69765	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium bilaiae
Coprinopsis cinerea AmutBmut pab1-1 v1.0	Copci_AmutBmut1	1132390	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea
Penicillium glabrum DAOM 239074 v1.0	Pengl1	69773	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium glabrum
Penicillium fellutanum ATCC 48694 v1.0	Penfe1	70095	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium fellutanum
Penicillium lanosocoeruleum ATCC 48919 v1.0	Penla1	1346256	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium lanosocoeruleum
Volvariella volvacea V23	Volvo1	706473	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella volvacea
Rhizophagus irregularis DAOM 181602 v1.0	Gloin1	747089	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
Patellaria atrata v1.0	Patat1	1346257	Eukaryota	Ascomycota	Dothideomycetes	Patellariales	Patellariaceae	Patellaria	Patellaria atrata
Lichtheimia hyalospora v1.0	Lichy1	420593	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia hyalospora
Lindra thalassiae JK4322 v1.0	Linth1	45816	Eukaryota	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Lindra	Lindra thalassiae
Pneumocystis jirovecii	Pneji1	42068	Eukaryota	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	Pneumocystis jirovecii
Taphrina deformans	Tapde1_1	1097556	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina deformans
Antrodia sinuosa LB1 v1.0	Antsi1	1333626	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Adustoporia	Adustoporia sinuosa
Aureobasidium pullulans var. melanogenum CBS 110374	Aurpu_var_mel1	1043003	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum
Aureobasidium pullulans var. namibiae CBS 147.97	Aurpu_var_nam1	1043004	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium namibiae
Cylindrobasidium torrendii FP15055 v1.0	Cylto1	394432	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium torrendii
Peniophora sp. v1.0	Ricme1	40463	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
Melanomma pulvis-pyrius v1.0	Melpu1	100047	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma	Melanomma pulvis-pyrius
Omphalotus olearius	Ompol1	1128401	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	Omphalotus olearius
Aspergillus niger CBS 513.88	Aspni_DSM_1	425011	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Aulographum hederae v2.0	Aulhe2	1176130	Eukaryota	Ascomycota	Dothideomycetes	Aulographales	Aulographaceae	Aulographum	Aulographum hederae
Neurospora crassa OR74A v2.0	Neucr2	367110	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
Tricholoma matsutake 945 v3.0	Trima3	40145	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma matsutake
Meliniomyces bicolor E v2.0	Melbi2	2482752	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor
Lepidopterella palustris v1.0	Leppa1	741139	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Argynnaceae	Lepidopterella	Lepidopterella palustris
Polychaeton citri v1.0	Polci1	705562	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Polychaeton	Polychaeton citri
Cenococcum geophilum 1.58 v2.0	Cenge3	794803	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Cenococcum	Cenococcum geophilum
Sistotremastrum suecicum v1.0	Sissu1	467971	Eukaryota	Basidiomycota	Agaricomycetes	Trechisporales	NA	Sistotremastrum	Sistotremastrum suecicum
Aureobasidium pullulans var. pullulans EXF-150	Aurpu_var_pul1	5580	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
Pichia pastoris	Picpa1	644223	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella phaffii
Debaryomyces hansenii CBS 767	Debha1	284592	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
Kluyveromyces lactis	Klula1	284590	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis
Pycnoporus coccineus CIRM-BRFM 310 v1.0	Pycco1	158605	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea
Neolentinus lepideus v1.0	Neole1	1314782	Eukaryota	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus lepideus
Laetiporus sulphureus var. sulphureus v1.0	Laesu1	5630	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus
Polyporus arcularius v1.0	Polar1	1314778	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus arcularius
Cerrena unicolor v1.1	Cerun2	1142151	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Cerrena	Cerrena unicolor
Meliniomyces variabilis F v1.0	Melva1	1149755	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis
Fistulina hepatica v1.0	Fishe1	1128425	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Fistulinaceae	Fistulina	Fistulina hepatica
Daedalea quercina v1.0	Daequ1	1314783	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Daedalea	Daedalea quercina
Lentithecium fluviatile v1.0	Lenfl1	690899	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium	Lentithecium fluviatile
Saccharomyces cerevisiae M3838 v1.0	SacceM3838_1	1162673	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Saccharomyces cerevisiae M3837 v1.0	SacceM3837_1	1162672	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Saccharomyces cerevisiae M3707 Dikaryon	SacceM3707_1	1149757	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Saccharomyces cerevisiae M3839 v1.0	SacceM3839_1	1162674	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Saccharomyces cerevisiae M3836 v1.0	SacceM3836_1	1162671	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
Dioszegia cryoxerica ANT03-071 v1.0	Diocr1	603311	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia cryoxerica
Sclerotinia sclerotiorum v1.0	Sclsc1	665079	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
Cucurbitaria berberidis CBS 394.84 v1.0	Cucbe1	45142	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	Cucurbitaria berberidis
Schizosaccharomyces pombe	Schpo1	4896	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
Yarrowia lipolytica (strain CLIB122)	Yarli1	284591	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Aspergillus clavatus NRRL 1 from AspGD	Aspcl1	344612	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
Aspergillus flavus NRRL3357	Aspfl1	332952	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
Cyberlindnera jadinii NRRL Y-1542 v1.0	Cybja1	4903	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
Ascobolus immersus RN42 v1.0	Ascim1	5191	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus immersus
Symbiotaphrina kochii v1.0	Symko1	983144	Eukaryota	Ascomycota	Xylonomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	Symbiotaphrina kochii
Umbelopsis ramanniana AG v1.0	Umbra1	41833	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis ramanniana
Myriangium duriaei CBS 260.36 v1.0	Myrdu1	147570	Eukaryota	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium duriaei
Glomerella acutata (Colletotrichum fioriniae MH 18) v1.0	Gloac1	710243	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fioriniae
Monascus ruber NRRL 1597 v1.0	Monru1	1155947	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus ruber
Aplosporella prunicola CBS 121.167 v1.0	Aplpr1	462254	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella prunicola
Ilyonectria europaea PMI82 v1.0	Ilysp1	1079114	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria europaea
Neosartorya fischeri NRRL 181	Neofi1	331117	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
Aspergillus terreus NIH 2624	Aspte1	341663	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
Aspergillus oryzae RIB40	Aspor1	510516	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae
Aspergillus fumigatus Af293 from AspGD	Aspfu1	330879	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
Melanconium sp. NRRL 54901 v1.0	Melsp1	1155946	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Melanconidaceae	Melanconium	Melanconium sp. 1 NRRL 54901
Glomerella cingulata 23 (Colletotrichum gloeosporioides 23) v1.0	Gloci1	474922	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides
Aspergillus zonatus v1.0	Aspzo1	1073090	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata
Aspergillus glaucus v1.0	Aspgl1	1160497	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus
Hebeloma cylindrosporum h7 v2.0	Hebcy2	76867	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma cylindrosporum
Didymella exigua CBS 183.55 v1.0	Didex1	1150837	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella exigua
Aspergillus tubingensis v1.0	Asptu1	767770	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
Aspergillus wentii v1.0	Aspwe1	1073089	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii
Amanita muscaria Koide v1.0	Amamu1	41956	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita muscaria
Zasmidium cellare ATCC 36951 v1.0	Zasce1	1080233	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium cellare
Apiospora montagnei NRRL 25634 v1.0	Apimo1	335852	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium arundinis
Cladosporium fulvum v1.0	Clafu1	5499	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Fulvia	Fulvia fulva
Fomitopsis schrenkii FP-58527 SS1 v3.0	Fompi3	2126942	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis schrenkii
Hypoxylon sp. CI-4A v1.0	HypCI4A_1	1001833	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. CI-4A
Daldinia eschscholtzii EC12 v1.0	DalEC12_1	1001832	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia sp. EC12
Hypoxylon sp. CO27-5 v1.0	HypCO275_1	1001938	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. CO27-5
Amanita thiersii Skay4041 v1.0	Amath1	703135	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita thiersii
Sebacina vermifera MAFF 305830 v1.0	Sebve1	109899	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita vermifera
Piriformospora indica DSM 11827 from MPI	Pirin1	1109443	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita indica
Scleroderma citrinum Foug A v1.0	Sclci1	68788	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma citrinum
Tulasnella calospora AL13/4D v1.0	Tulca1	156515	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella calospora
Cronartium quercuum f. sp. fusiforme G11 v1.0	Croqu1	708437	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium quercuum
Aspergillus sydowii CBS 593.65 v1.0	Aspsy1	1036612	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
Aspergillus versicolor v1.0	Aspve1	1036611	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor
Cochliobolus lunatus m118 v2.0	Coclu2	977863	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
Aspergillus brasiliensis v1.0	Aspbr1	767769	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brasiliensis
Aspergillus luchuensis CBS 106.47 v1.0	Aspfo1	1137211	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis
Aureobasidium pullulans var. subglaciale EXF-2481	Aurpu_var_sub1	1043005	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale
Cochliobolus victoriae FI3 v1.0	Cocvi1	930091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris victoriae
Cochliobolus carbonum 26-R-13 v1.0	Cocca1	930089	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris zeicola
Cochliobolus miyabeanus ATCC 44560 v1.0	Cocmi1	930090	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris oryzae
Dekkera bruxellensis CBS 2499 v2.0	Dekbr2	747657	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis
Hanseniaspora valbyensis NRRL Y-1626 v1.1	Hanva1_1	53685	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora valbyensis
Sphaerobolus stellatus v1.0	Sphst1	68786	Eukaryota	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus	Sphaerobolus stellatus
Hydnomerulius pinastri v2.0	Hydpi2	994086	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Hydnomerulius	Hydnomerulius pinastri
Piloderma olivaceum F 1598 v1.0	Pilcr1	80663	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma croceum
Metschnikowia bicuspidata NRRL YB-4993 v1.0	Metbi1	27322	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata
Hyphopichia burtonii NRRL Y-1933 v1.0	Hypbu1	717740	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia burtonii
Mixia osmundae IAM 14324 v1.0	Mixos1	34349	Eukaryota	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae
Babjeviella inositovora NRRL Y-12698 v1.0	Babin1	45609	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Babjeviella	Babjeviella inositovora
Conidiobolus coronatus NRRL28638 v1.0	Conco1	34488	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus coronatus
Candida tanzawaensis NRRL Y-17324  v1.0	Canta1	984487	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	Suhomyces tanzawaensis
Trichoderma harzianum CBS 226.95 v1.0	Triha1	5544	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum
Trichoderma asperellum CBS 433.97 v1.0	Trias1	101201	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum
Penicillium chrysogenum v1.0	Pench1	1353254	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
Cryptococcus neoformans var neoformans JEC21	Cryne_JEC21_1	214684	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
Amorphotheca resinae v1.0	Amore1	5101	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Amorphotheca	Amorphotheca resinae
