supergroup	division	subdivision	class	order	family	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	11	8	1	0	4444	5689	5450.72727272727
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	58	14	3	0.000817948135669661	4453	6116	5591.34482758621
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	5	1	1	0	5582	5646	5628.4
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	4	4	3	0.0874157949573496	5584	6093	5670
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	3	5	1	0	5585	5602	5596.33333333333
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	148	51	51	0.0541508910407628	4484	5656	5542
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_X	Sordariomycetes_XX	2	1	1	0	5674	5688	5681
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	1	1	1	0	5642	5642	5642
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	6	16	4	0.00351187766339869	5359	5928	5625.5
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	1	1	1	0	4691	4691	4691
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	10	19	2	0.0245317558644813	4489	6721	5778
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	3	8	2	0.0027352066377276	5530	5617	5612.66666666667
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	13	11	1	0	4489	5792	5392.92307692308
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	13	12	1	0	5315	6558	5688.76923076923
Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_X	1	4	2	0.00143985995206955	5572	5608	5608
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	14	41	19	0.0108167730929652	4571	6173	5638.78571428571
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	1	77	4	0.00863249149445776	4388	5613	5613
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	1	1	1	0	6099	6099	6099
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	1	1	1	0	6002	6002	6002
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	2	5	1	0	5613	5615	5614
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	6	9	2	0.0850904192773559	4513	6003	5567.66666666667
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	1	1	1	0	4630	4630	4630
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	5	1	1	0	5611	5928	5743.2
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_X	8	28	1	0	4429	5945	5611.125
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	1	1	1	0	5612	5612	5612
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	1	1	1	0	5946	5946	5946
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	1	1	1	0	5634	5634	5634
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	5	1	1	0	4687	5849	5377.4
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	44	26	3	0.00120951977576674	4312	5918	5582.59090909091
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tricladiaceae	1	3	1	0	5630	5630	5630
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_X	Leotiomycetes _XX	4	9	1	0	5638	5711	5667.5
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Leotiomycetes_X	Pseudeurotiaceae	3	2	1	0	4671	5191	4969.33333333333
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	3	10	1	0	5331	5635	5529
Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	1	1	1	0	5610	5610	5610
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	1	1	1	0	5940	5940	5940
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Aulographales	Aulographaceae	1	4	1	0	5538	5538	5538
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	55	42	15	0.00344448303956053	4494	5686	5433.12727272727
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	6	4	1	0	5142	5159	5156.16666666667
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	1	1	1	0	5609	5609	5609
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_X	1	1	1	0	5578	5578	5578
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	1	1	1	0	6202	6202	6202
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	107	26	9	0.000625538751352446	4423	5669	5595.04672897196
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideales	Zalariaceae	3	1	1	0	5665	5668	5667
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_X	Dothideomycetes_XX	2	7	1	0	5943	6134	6038.5
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_X	Pseudoperisporiaceae	1	44	1	0	5543	5543	5543
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	1	1	1	0	6406	6406	6406
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	1	1	1	0	5606	5606	5606
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	69	69	4	0.000815941475328774	4534	6448	5568.23188405797
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	42	4	2	0.00644626366562143	4359	5924	5211.95238095238
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	10	1	1	0	5224	5688	5337.8
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	2	3	1	0	5641	5642	5641.5
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	19	40	9	0.0927343507524792	4479	5644	5525.57894736842
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	5	22	22	0.0877839990828478	4535	5630	5614
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	68	502	46	0.0324210728548339	4396	5700	5511.25
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	13	77	5	0.139068959234614	5133	6220	5736.38461538462
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	11	92	81	0.0835450017545419	4286	5657	5284.63636363636
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	2	1	1	0	4563	5633	5098
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	3	7	2	0.0869927399789127	5569	5656	5617.33333333333
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	181	701	36	0.0965425491526954	4362	5689	5628.67403314917
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	205	358	11	0.0111922186170632	4321	6040	5491.20487804878
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_X	3	2	2	0.126113302978542	5591	5684	5636
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	1	2	2	0.173649236608533	5522	5634	5634
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	1	7	1	0	5611	5611	5611
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	1	3	1	0	5616	5616	5616
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	1	1	1	0	5568	5568	5568
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	1	1	1	0	5792	5792	5792
Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	5	7	7	0.00906390291135984	5295	5929	5601.2
Opisthokonta	Fungi	Ascomycota	Taphrinomycotina	Taphrinomycotina_X	Taphrinomycotina_XX	1	1	1	0	5099	5099	5099
Opisthokonta	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	3	1	1	0	5620	6019	5882.33333333333
Opisthokonta	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	23	29	5	0.0970186500275012	4521	6905	5796.73913043478
Opisthokonta	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	3	1	1	0	5704	5719	5714
Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	22	8	8	0.023479363153644	4794	6302	5941.5
Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	1	1	1	0	4709	4709	4709
Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	3	11	1	0	4343	5680	5228
Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	2	2	1	0	5823	5825	5824
Opisthokonta	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	1	3	1	0	5797	5797	5797
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	6	31	1	0	5719	5837	5758.5
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	4	5	2	0.00242644765661033	4632	5736	5449.75
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	2	36	6	0.0130776006541525	5265	5635	5599.5
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	86	50	7	0.000984930932297735	4344	5667	5613.04651162791
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	1	4	1	0	5637	5637	5637
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	1	1	1	0	5608	5608	5608
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	4	5	1	0	5391	5658	5582.5
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	3	8	1	0	4994	5049	5030.66666666667
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	47	9	3	0.000232463734514186	4763	5617	5420.57446808511
Opisthokonta	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	37	10	5	0.000475433479023848	5586	5647	5636.2972972973
Opisthokonta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	39	15	3	0.00273406222502066	4648	5981	5809.25641025641
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	12	20	3	0.00511678919576538	4463	5892	5655
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales sp	1	1	1	0	5239	5239	5239
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	5	116	9	0.00462617472731295	4834	5957	5606.6
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Catathelasmataceae	1	8	3	0.0210190972156476	4408	5798	5798
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	1	2	1	0	5756	5756	5756
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	2	4	1	0	5810	5812	5811
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	2	120	22	0.0354242416267917	5085	5791	5783
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	3	3	1	0	5723	5845	5804
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	1	3	1	0	5864	5864	5864
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	11	18	2	0.00446671769473816	4598	5829	5607.54545454545
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	5	7	3	0.00728043363247015	5565	5879	5860.6
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	18	30	3	0.00375296917154467	5234	6219	5694.38888888889
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	1	24	2	0.00061757355899866	4875	5876	5876
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	17	70	2	0.000494647775048103	4944	5961	5804.11764705882
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	13	125	18	0.00155616652797237	5412	6136	5867.69230769231
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	19	48	7	0.00657433972751922	4454	5827	5618.21052631579
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	2	3	1	0	4905	5774	5339.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Podaxaceae	2	1	1	0	5607	5896	5751.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	9	185	16	0.0041693354777475	4398	6010	5759.33333333333
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	1	4	2	0.0132845282886235	4418	4420	4420
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	14	29	10	0.00680699857225547	4738	5813	5769
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	8	16	1	0	4545	5825	5298.25
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	3	11	1	0	4743	5796	5444.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	3	14	6	0.00913078337813006	5708	5833	5719.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_X	1	1	1	0	5708	5708	5708
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	7	90	7	0.00251964665884158	4404	6225	5700.14285714286
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	8	243	12	0.00564413139539806	4421	5884	5699.75
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	4	1	1	0	5148	5845	5523.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	1	8	5	0.0171709277742822	5771	5791	5783
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	1	6	1	0	5776	5776	5776
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	10	29	4	0.00267655999511492	4657	5881	5617.4
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	3	10	1	0	4790	6537	5571
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	17	31	4	0.000768844945950458	5191	6691	5982.52941176471
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	1	1	1	0	5724	5724	5724
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	2	1	1	0	5631	6002	5816.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	13	15	1	0	5096	5910	5560.53846153846
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Trichaptaceae	2	16	1	0	5922	5998	5960
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	1	20	2	0.0308569531456605	4982	5716	5716
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae	1	1	1	0	5168	5168	5168
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	1	2	1	0	5724	5724	5724
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	2	71	26	0.00665572690795887	5037	5758	5387
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	2	2	1	0	5154	5780	5467
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	6	51	4	0.00273002698965585	5343	5819	5798.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae	1	2	2	0.00477172440861395	5692	5771	5692
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	3	20	1	0	5731	5749	5741
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	1	1	1	0	5782	5782	5782
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	5	38	1	0	4813	5809	5582.8
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	2	2	1	0	5537	5741	5639
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	1	2	1	0	5813	5813	5813
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	32	38	4	0.00804580547323424	4534	5998	5657.25
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	3	11	2	0.00830898105958242	5053	5752	5729.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	3	11	1	0	5787	5802	5795
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	2	15	1	0	4376	5761	5068.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	3	3	1	0	4898	5760	5471
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	1	1	1	0	5706	5706	5706
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	19	11	3	0.00393647641063068	4833	5870	5790.36842105263
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	1	19	3	0.0121595086772562	4812	5733	5721
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Camptobasidiaceae	1	1	1	0	5753	5753	5753
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	4	2	1	0	4561	5709	5422
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	19	61	24	0.0042865546168644	4420	5787	5464
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_X	Chrysozymaceae	1	1	1	0	5751	5751	5751
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	95	48	4	0.000448800768391769	4942	5811	5678.8947368421
Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	2	53	2	0.00366115274048985	5783	5811	5797
Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	25	463	14	0.00878758605853729	4435	5914	5729.08
Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Sphaerophragmiaceae	3	100	1	0	5685	5772	5742.66666666667
Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Zaghouaniaceae	2	9	1	0	6078	6093	6085.5
Opisthokonta	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	40	74	17	0.00653273716123	4397	5914	5784.35
Opisthokonta	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	2	6	1	0	4646	5740	5193
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	1	2	1	0	5721	5721	5721
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	2	2	1	0	5813	5813	5813
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Quambalariaceae	1	1	1	0	4570	4570	4570
Opisthokonta	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	13	237	9	0.000304118227660136	4602	5820	5464.30769230769
Opisthokonta	Fungi	Basidiomycota	Moniliellomycetes	Moniliellales	Moniliellaceae	1	23	18	0.0105545184063946	4272	5500	4418
Opisthokonta	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	7	12	2	0.000939551184630105	4633	5699	5479.71428571429
Opisthokonta	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_X	Symmetrosporaceae	1	1	1	0	4589	4589	4589
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	3	9	1	0	5847	5862	5852.66666666667
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	5	14	2	0.00100991242259929	5772	6157	5966.2
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	9	68	5	0.00981903314059704	4548	6305	5647.66666666667
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	15	25	1	0	4725	5936	5775.2
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	4	28	5	0.0327594855067861	5876	6038	5936.75
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Pilobolaceae	1	2	1	0	5946	5946	5946
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	9	2	1	0	5288	5873	5618.22222222222
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	1	1	1	0	6036	6036	6036
Opisthokonta	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	2	2	1	0	5711	5774	5742.5
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	1	1	1	0	5838	5838	5838
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	Geosiphonaceae	1	1	1	0	6646	6646	6646
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	2	2	1	0	5822	5830	5826
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	2	2	2	0.0121316730687805	5601	5937	5647
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	7	5	1	0	5900	5902	5901
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	20	11	5	0.0162013021165408	4263	5875	5743.8
Opisthokonta	Fungi	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	2	1	1	0	5834	5867	5850.5
Opisthokonta	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	23	11	5	0.00107584607399962	4293	5964	5392.60869565217
Opisthokonta	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	2	1	1	0	4585	5825	5205
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	2	3	1	0	5922	6265	6093.5
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	3	7	1	0	5964	6090	6019.33333333333
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Cladochytriales	Cladochytriaceae	1	9	1	0	6247	6247	6247
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Cladochytriales	Nowakowskiellaceae	1	1	1	0	5622	5622	5622
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Rhizophydiales_X	4	2	1	0	4787	6409	5669.75
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	2	1	1	0	5641	5645	5643
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	6	11	1	0	4819	6059	5752.5
Opisthokonta	Fungi	Chytridiomycota	Chytridiomycetes	Synchytriales	Synchytriaceae	1	1	1	0	5605	5605	5605
Opisthokonta	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	1	2	1	0	5680	5680	5680
Opisthokonta	Fungi	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Monoblepharidales_X	1	5	1	0	5784	5784	5784
Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	2	8	2	0.00137262160091456	4486	6058	5999
Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	1	6	1	0	6040	6040	6040
Opisthokonta	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	2	1	1	0	6630	6901	6765.5
Opisthokonta	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	36	20	2	0.00015589155493325	4855	7105	6049.63888888889
Opisthokonta	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	1	2	1	0	6503	6503	6503
Opisthokonta	Fungi	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	2	49	4	0.00357107168704883	5803	6012	5937.5
Opisthokonta	Fungi	Fungi_X	Cryptomycota	Cryptomycota_X	Cryptomycota_XX	1	1	1	0	4706	4706	4706
Opisthokonta	Fungi	Aphelidiomycota	Aphelidea	Aphelidiales	Aphelididae	1	5	1	0	5102	5102	5102
Opisthokonta	Fungi	Agaricomycotina	Tremellomycetes	Tremellales	Cryptococcaceae	7	1	1	0	4323	5678	5469
Opisthokonta	Fungi	Agaricomycotina	Tremellomycetes	Tremellales	Tremellales_X	1	1	1	0	4361	4361	4361
Opisthokonta	Filasterea	Filasterea_X	Filasterea_XX	Filasterea_XXX	Filasterea_XXXX	2	3	1	0	5367	6611	5989
Opisthokonta	Ichthyosporea	Ichthyosporea_X	Ichthyosporea_XX	Ichthyophonida	Ichthyophonidae	2	4	4	0.00624587095862467	5407	5486	5446
Opisthokonta	Opisthokonta_X	Opisthokonta_XX	Opisthokonta_XXX	Opisthokonta_XXXX	Opisthokonta_XXXXX	1	1	1	0	5946	5946	5946
SAR	Alveolata	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	73	5	2	0.00143951015565694	5349	7187	6567.61643835616
