supergroup	division	subdivision	class	order	family	genus	species	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	3	3	1	0	5077	5777	5543.33333333333
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus platypus	1	1	1	0	4530	4530	4530
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus pulmonarius	2	48	7	0.00431591701873048	5681	5767	5767
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus salmoneostramineus	2	1	1	0	5822	5827	5824.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus sapidus	1	8	1	0	5777	5777	5777
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus tuber-regium	2	17	3	0.0380182401579789	5669	5821	5814
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus tuoliensis	2	5	2	0.00749157105647323	5775	5791	5776
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella surrecta	2	3	1	0	4905	5774	5339.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Podaxaceae	Podaxis	Podaxis rugospora	1	1	1	0	5896	5896	5896
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Podaxaceae	Podaxis	Podaxis sp. MADm22	1	1	1	0	5607	5607	5607
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces aberdarensis	1	1	1	0	5826	5826	5826
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces eurysporus	1	1	1	0	5821	5821	5821
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus	3	185	2	0.00190757383907839	5113	5818	5580.33333333333
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea	1	40	16	0.0226131725999569	5621	6010	6010
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis sp. MPI-PUGE-AT-0042	1	7	1	0	5828	5828	5828
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	Tulosesus angulatus	2	60	10	0.0045940625912677	4398	5807	5804
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Gloeostereum	Gloeostereum incarnatum	1	4	2	0.0132845282886235	4418	4420	4420
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	Agrocybe pediades	1	3	3	0.0188597868052978	5621	5735	5733
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota adiposa	1	3	3	0.055117000916567	4738	5806	5806
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota molesta	1	4	1	0	5813	5813	5813
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe azurescens	1	5	1	0	5795	5795	5795
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe cf. subviscida	1	25	5	0.00846510876002664	5501	5758	5758
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe cubensis	1	3	1	0	5539	5539	5539
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe galindoi	1	1	1	0	5785	5785	5785
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe mexicana	1	29	10	0.0128560835296852	5561	5766	5731
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe subaeruginosa	4	1	1	0	5809	5809	5809
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe tampanensis	2	1	1	0	5785	5785	5785
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	Collybia sp. MG36	1	1	1	0	4653	4653	4653
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	Infundibulicybe gibba	1	9	1	0	5823	5823	5823
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria trichodermophora	3	16	1	0	5240	5240	5240
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma matsutake	3	4	1	0	4545	5825	5396.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia rolfsii	2	11	1	0	5795	5796	5795.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Cristinia	Cristinia sonorae	1	1	1	0	4743	4743	4743
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia cornea	2	14	6	0.0136961750671951	5718	5833	5725.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia heimuer	1	3	1	0	5708	5708	5708
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_X	Auriculariales_XX	Auriculariales sp. MPI-PUGE-AT-0066	1	1	1	0	5708	5708	5708
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus coccyginus	1	34	1	0	5386	5386	5386
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis	3	20	3	0.00361003451666361	4404	5903	5498.33333333333
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus roseoflavus	1	90	7	0.00680742306190023	5860	5970	5909
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Chiua	Chiua virens	1	1	1	0	6225	6225	6225
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Suillellus	Suillellus subvelutipes	1	1	1	0	5886	5886	5886
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus albus	1	243	12	0.00745301675627321	5760	5873	5770
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus croceorrhizus	2	18	3	0.00637801403722714	4512	5808	5441.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus marmoratus	1	2	1	0	5731	5731	5731
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus microcarpus	1	102	4	0.00771516595966437	5782	5800	5782
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus orientalis	1	63	4	0.0108830374988826	4421	5884	5838
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus sp. B1	1	33	4	0.00634580287391007	4985	5840	5790
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus tinctorius	1	27	1	0	5804	5804	5804
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon rudus	2	1	1	0	5845	5845	5845
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon sp. AM-2018a	2	1	1	0	5148	5256	5202
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma citrinum	1	8	5	0.0171709277742822	5771	5791	5783
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans	1	6	1	0	5776	5776	5776
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus alpinus	1	1	1	0	5060	5060	5060
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus	1	9	2	0.00913940875231011	5850	5881	5850
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus fuscotomentosus	1	29	4	0.0176261911988391	5830	5874	5846
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus occidentalis	1	1	1	0	4657	4657	4657
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus plorans	1	2	1	0	5847	5847	5847
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus spraguei	1	5	1	0	5833	5833	5833
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subalutaceus	1	4	1	0	5844	5844	5844
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subluteus	1	1	1	0	5801	5801	5801
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus tomentosus	1	1	1	0	5597	5597	5597
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus variegatus	1	1	1	0	5839	5839	5839
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus anzutake	1	10	1	0	6537	6537	6537
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus appalachiensis	1	1	1	0	5386	5386	5386
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus lutescens	1	1	1	0	4790	4790	4790
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp. AG-Ba	2	7	3	0.00336998170152741	5191	6622	5202
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	15	31	4	0.000422026711873532	5675	6691	6086.6
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum rufescens	1	1	1	0	5724	5724	5724
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella sp. 417	1	1	1	0	5631	5631	5631
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella sp. JGI-2019a	1	1	1	0	6002	6002	6002
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus hispidus	2	4	1	0	5402	5406	5404
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus obliquus	2	15	1	0	5348	5350	5349
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinidium	Phellinidium pouzarii	2	1	1	0	5897	5910	5903.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellopilus	Phellopilus nigrolimitatus	1	2	1	0	5096	5096	5096
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma	Pyrrhoderma noxium	4	5	1	0	5808	5810	5808.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Sanghuangporus	Sanghuangporus sanghuang	2	3	1	0	5312	5332	5322
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Trichaptaceae	Trichaptum	Trichaptum abietinum	1	6	1	0	5998	5998	5998
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Trichaptaceae	Trichaptum	Trichaptum fuscoviolaceum	1	16	1	0	5922	5922	5922
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium stoloniferum	1	20	2	0.0308569531456605	4982	5716	5716
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae	Jaapia	Jaapia argillacea	1	1	1	0	5168	5168	5168
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Clathrus	Clathrus columnatus	1	2	1	0	5724	5724	5724
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Dictyophora	Dictyophora indusiata	1	71	26	0.0133114538159177	5457	5758	5737
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Dictyophora	Dictyophora rubrovolvata	1	3	1	0	5037	5037	5037
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Amylocystis	Amylocystis lapponica	1	2	1	0	5154	5154	5154
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia placenta	1	1	1	0	5780	5780	5780
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia cinnamomea	4	51	4	0.00409504048448378	5343	5819	5810.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis palustris	1	6	1	0	5780	5780	5780
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis rosea	1	1	1	0	5770	5770	5770
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae	Grifola	Grifola frondosa	1	2	2	0.00477172440861395	5692	5771	5692
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus	3	20	1	0	5731	5749	5741
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Physisporinus	Physisporinus lineatus	1	1	1	0	5782	5782	5782
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hermanssonia	Hermanssonia centrifuga	2	1	1	0	5758	5763	5760.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia brevispora	1	1	1	0	5771	5771	5771
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Taiwanofungus	Taiwanofungus camphoratus	2	38	1	0	4813	5809	5311
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete carnosa	1	1	1	0	5537	5537	5537
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana caerulea	1	2	1	0	5741	5741	5741
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	Abortiporus biennis	1	2	1	0	5813	5813	5813
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Amauroderma	Amauroderma rugosum	1	15	1	0	5777	5777	5777
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Coriolopsis	Coriolopsis trogii	3	8	3	0.00606861541908594	5272	5761	5760.66666666667
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Earliella	Earliella scabrosa	1	1	1	0	5753	5753	5753
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	Fomes fomentarius	1	2	1	0	5749	5749	5749
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma boninense	2	38	4	0.110658850449366	4534	5998	5153.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma leucocontextum	2	17	2	0.00359660667119823	5734	5759	5754.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma lingzhi	1	3	1	0	5751	5751	5751
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma lucidum	1	4	1	0	5758	5758	5758
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma meredithae	1	1	1	0	4793	4793	4793
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma sp. BRIUMSc	1	1	1	0	5766	5766	5766
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma tsugae	1	16	1	0	4805	4805	4805
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Grammothele	Grammothele lineata	1	5	1	0	5747	5747	5747
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Hexagonia	Hexagonia nitida	1	4	1	0	5762	5762	5762
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Leiotrametes	Leiotrametes lactinea	1	2	2	0.0107490146451096	5548	5758	5758
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Leiotrametes	Leiotrametes menziesii	1	4	1	0	5760	5760	5760
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lenzites	Lenzites betulinus	1	2	1	0	5750	5750	5750
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus brumalis	1	8	1	0	5769	5769	5769
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Tinctoporellus	Tinctoporellus epimiltinus	1	1	1	0	5732	5732	5732
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes elegans	1	1	1	0	5743	5743	5743
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes gibbosa	1	2	1	0	5744	5744	5744
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes hirsuta	2	13	1	0	5741	5748	5744.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes meyenii	1	2	1	0	5746	5746	5746
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes polyzona	1	2	1	0	5744	5744	5744
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes punicea	1	1	1	0	5784	5784	5784
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea	2	2	1	0	5755	5756	5755.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes villosa	1	1	1	0	5743	5743	5743
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis crispa	1	11	2	0.00403855841972417	5747	5752	5747
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis latifolia	2	11	2	0.0104441923795115	5053	5750	5721
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium microsporum	1	11	1	0	5802	5802	5802
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium orientale	1	9	1	0	5796	5796	5796
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium vulgare	1	11	1	0	5787	5787	5787
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare	1	1	1	0	4376	4376	4376
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion parviporum	1	15	1	0	5761	5761	5761
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Dentipellis	Dentipellis fragilis	1	1	1	0	5755	5755	5755
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium coralloides	1	3	1	0	5760	5760	5760
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium erinaceus	1	2	1	0	4898	4898	4898
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora sp. CBMAI 1063	1	1	1	0	5706	5706	5706
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius akahatsu	1	11	1	0	5867	5867	5867
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius deliciosus	1	3	1	0	5859	5859	5859
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius evosmus	2	2	1	0	5869	5869	5869
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius hatsudake	1	1	1	0	4871	4871	4871
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius hengduanensis	1	8	3	0.0114421481050327	4833	5852	5852
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius psammicola	1	3	1	0	5870	5870	5870
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius pseudohatsudake	1	3	1	0	5851	5851	5851
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius quietus	1	2	1	0	5856	5856	5856
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius tabidus	2	5	1	0	5853	5854	5853.5
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius volemus	1	2	1	0	5794	5794	5794
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus subvellereus	1	2	1	0	5817	5817	5817
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula abietina	1	1	1	0	5823	5823	5823
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula aff. rugulosa BPL654	1	2	1	0	5833	5833	5833
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula dissimulans	1	1	1	0	5780	5780	5780
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula griseocarnosa	1	11	2	0.0633509036969502	5834	5860	5860
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula ochroleuca	1	2	1	0	5822	5822	5822
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula vinacea	1	4	1	0	5817	5817	5817
Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Amylostereum	Amylostereum areolatum	1	19	3	0.0121595086772562	4812	5733	5721
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Camptobasidiaceae	Glaciozyma	Glaciozyma antarctica	1	1	1	0	5753	5753	5753
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium creatinivorum	1	1	1	0	4561	4561	4561
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium scottii	1	2	1	0	5709	5709	5709
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium yakuticum	2	1	1	0	5709	5709	5709
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum intermedium	2	13	5	0.00374862947855509	5714	5787	5773
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum scabiosae	2	6	1	0	5766	5767	5766.5
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum violaceum	15	61	24	0.00492981858422089	4420	5773	5382.46666666667
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_X	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma bogoriensis	1	1	1	0	5751	5751	5751
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula babjevae	1	1	1	0	5689	5689	5689
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula glutinis	1	4	1	0	5690	5690	5690
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula graminis	3	10	2	0.00268021543339093	5628	5698	5691
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula kratochvilovae	4	4	1	0	4953	5690	5505.75
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa	68	17	1	0	4942	5700	5687.89705882353
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. S30-09	1	1	1	0	5695	5695	5695
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. VS67	1	1	1	0	5700	5700	5700
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. ZM1	1	1	1	0	5697	5697	5697
Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sphaerocarpa	2	21	4	0.0123104491439844	5696	5811	5696
