supergroup	division	subdivision	class	order	family	genus	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Opisthokonta	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Neolamprologus	4	2	1	0	5233	5338	5284.75
Opisthokonta	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	6	197	34	0.0243194681059512	4695	6568	5153
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	4	245	5	0.0281234092738579	4864	5054	5040.25
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardina	1	2	1	0	5036	5036	5036
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinella	1	1	1	0	5101	5101	5101
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sprattus	2	21	1	0	5127	5139	5133
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Tenualosa	3	14	3	0.0163926587385018	5178	5305	5263.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Denticipitidae	Denticeps	2	4	2	0.00721410124722296	5418	5634	5570.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Coilia	2	164	3	0.00382712797198773	4674	5502	5263
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Moxostoma	1	22	1	0	5148	5148	5148
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Myxocyprinus	1	4	2	0.00121424954958209	4947	5097	5097
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Catostomidae	Xyrauchen	1	6	6	0.0547688682215466	4900	5036	4931
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Misgurnus	2	4	1	0	4974	4984	4979
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Paramisgurnus	1	349	1	0	4982	4982	4982
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Aspiorhynchus	1	11	2	0.00403206010454592	5247	5318	5247
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	6	1007	6	0.00170901602641889	4628	5103	5067.83333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cirrhinus	1	1	1	0	5073	5073	5073
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	4	9	8	0.0118314506357757	5052	5161	5107
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Gymnocypris	2	20	4	0.0649741803329366	5155	5374	5321
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo	4	31	12	0.0160513746973879	4594	5288	4997.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Onychostoma	1	6	6	0.0354033142817254	4162	5567	4162
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Oxygymnocypris	1	1	1	0	5292	5292	5292
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Schizothorax	1	9	3	0.0301894350219835	5115	5299	5115
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	1	9	9	0.053240632418847	5026	5259	5031
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	16	28	22	0.0640152651678636	4608	6670	5528.25
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danionella	1	26	13	0.0208078474340109	4673	5221	5217
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gastromyzontidae	Beaufortia	1	2	2	0.0188763156613775	5073	5078	5073
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	Gobio	2	25	1	0	5045	5045	5045
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	Gobiocypris	2	8	8	0.0165506306860131	4867	5012	5004
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	Paracanthobrama	1	1	1	0	5046	5046	5046
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	Pseudorasbora	2	3	1	0	5045	5049	5047
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Gobionidae	Romanogobio	1	1	1	0	5063	5063	5063
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Abramis	2	3	1	0	4906	4975	4940.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Gila	2	24	1	0	5032	5032	5032
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	1	5	1	0	4952	4952	4952
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	2	15	1	0	4960	4961	4960.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Meda	1	6	2	0.0351927314083304	5089	5138	5089
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	2	17	1	0	5003	5013	5008
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Pimephales	1	2	1	0	5027	5027	5027
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rhinichthys	2	31	1	0	5044	5048	5046
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	3	8	1	0	4962	4962	4962
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	1	6	1	0	4875	4875	4875
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Semotilus	1	116	2	0.000589214412315394	5094	5151	5094
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	3	6	1	0	4945	4947	4946
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Tiaroga	1	105	1	0	4974	4974	4974
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Vimba	1	3	1	0	4951	4951	4951
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Barbatula	2	14	1	0	5084	5143	5113.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	4	115	3	0.00124953409286527	5000	5138	5051.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Cypriniformes	Xenocyprididae	Chanodichthys	1	8	1	0	5064	5064	5064
Opisthokonta	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	Fundulus	1	1	1	0	6356	6356	6356
Opisthokonta	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Phalloptychus	1	2	2	0.0123834277069118	5563	6969	6969
Opisthokonta	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poeciliopsis	2	14	14	0.0237272373913299	5177	5616	5516.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	2	12	12	0.016752704558717	6428	6878	6796
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Moronidae	Dicentrarchus	1	6	1	0	5359	5359	5359
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Moronidae	Morone	2	1	1	0	5368	5368	5368
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	Argyrosomus	1	110	1	0	5380	5380	5380
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	Collichthys	1	28	2	0.0181616539037569	5228	5343	5228
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	Larimichthys	1	6	1	0	5431	5431	5431
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	Nibea	2	13	1	0	5424	5439	5431.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Eupercaria	Sciaenidae	Sciaenops	1	2	1	0	5400	5400	5400
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	4	47	46	0.00356248864564515	4701	5376	5288.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Melanogrammus	1	22	22	0.136202586686088	5300	5772	5648
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Pollachius	2	308	4	0.00392564183698613	5425	5477	5428
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Lotidae	Lota	1	14	1	0	5375	5375	5375
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Macrouridae	Coryphaenoides	1	2	1	0	5341	5341	5341
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	1	16	1	0	5393	5393	5393
Opisthokonta	Metazoa	Chordata	Actinopteri	Gadiformes	Muraenolepididae	Muraenolepis	1	14	2	0.00716198230112899	5342	5438	5438
Opisthokonta	Metazoa	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Aplochiton	2	3	1	0	5051	5052	5051.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias	1	3	1	0	5322	5322	5322
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Boleophthalmus	1	1	1	0	5372	5372	5372
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Eucyclogobius	1	202	2	0.00283999024706794	5309	5322	5309
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Odontamblyopus	1	4	1	0	5163	5163	5163
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Rhinogobius	1	9	8	0.0512853998360282	5071	6716	5090
Opisthokonta	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Taenioides	1	472	7	0.0444936751791934	5269	6562	5277
Opisthokonta	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos	3	3	3	0.0878315639923045	4972	5158	5068.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	2	2	1	0	5323	5324	5323.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Istiophoriformes	Istiophoridae	Istiophorus	1	1	1	0	5180	5180	5180
Opisthokonta	Metazoa	Chordata	Actinopteri	Istiophoriformes	Xiphiidae	Xiphias	1	2	2	0.0798545905989879	4989	5248	5248
Opisthokonta	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	2	6	2	0.0149113580701624	5347	5393	5387
Opisthokonta	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Labroides	1	6	1	0	5427	5427	5427
Opisthokonta	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Semicossyphus	2	270	8	0.00482026827671197	5365	5391	5374
Opisthokonta	Metazoa	Chordata	Actinopteri	Lampriformes	Lampridae	Lampris	3	70	11	0.00737803738780228	5064	6891	5293
Opisthokonta	Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	Chelon	1	183	1	0	5368	5368	5368
Opisthokonta	Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	Mugil	1	2	2	0.00282287460275923	5333	5360	5333
Opisthokonta	Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	Planiliza	1	8	1	0	5271	5271	5271
Opisthokonta	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Electrona	2	37	4	0.0052763254973545	5119	5190	5147
Opisthokonta	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Gymnoscopelus	4	295	2	0.00109939497852932	5021	5581	5465
Opisthokonta	Metazoa	Chordata	Actinopteri	Notacanthiformes	Halosauridae	Aldrovandia	1	4	3	0.00525585859601226	5513	5524	5524
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Hypomesus	2	7	1	0	5207	5208	5207.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Thaleichthys	1	1	1	0	5204	5204	5204
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Plecoglossidae	Plecoglossus	1	2	1	0	5517	5517	5517
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Salangidae	Mallotus	1	1	1	0	4912	4912	4912
Opisthokonta	Metazoa	Chordata	Actinopteri	Osmeriformes	Salangidae	Neosalanx	1	109	3	0.0941926608473371	5035	5319	5315
Opisthokonta	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Paramormyrops	1	11	11	0.0256381321946996	4897	5436	4897
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Embiotocidae	Brachyistius	1	1	1	0	4993	4993	4993
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Pomacanthidae	Holacanthus	1	2	1	0	5213	5213	5213
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Pomacentridae	Amphiprion	3	33	7	0.0132042782149682	5239	5452	5326.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Ovalentaria	Pomacentridae	Dascyllus	1	10	5	0.021893279169579	4957	5259	4957
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarrhichthys	1	2	1	0	5282	5282	5282
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Anoplopomatidae	Anoplopoma	1	1	1	0	5230	5230	5230
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Artedidraconidae	Histiodraco	1	1	1	0	6357	6357	6357
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Chaenocephalus	1	23	1	0	5358	5358	5358
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Pseudochaenichthys	2	2	1	0	5052	5357	5204.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Clinocottus	2	6	1	0	5169	5169	5169
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	1	2	1	0	5140	5140	5140
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Taurulus	1	16	1	0	5086	5086	5086
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	Cyclopterus	4	86	2	0.00822757736615077	5122	5313	5174.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Apeltes	1	3	1	0	4984	4984	4984
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	4	6	4	0.00800130110831642	4896	4980	4950.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Pungitius	3	65	3	0.00776843922428061	4723	5014	4997.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Harpagiferidae	Harpagifer	2	4	1	0	5210	5334	5272
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Hexagrammidae	Ophiodon	1	5	4	0.0145985963826622	4977	5242	5124
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Dissostichus	3	403	7	0.0048011420558542	5248	5409	5348.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia	2	75	1	0	5412	5413	5412.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Trematomus	2	332	2	0.0018824801919078	5356	5368	5362
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	3	28	27	0.00232774272611645	5055	5406	5283
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	3	26	25	0.0578429042918484	5164	5429	5316
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Percina	1	66	58	0.00873317536511302	5004	5378	5316
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Sander	2	4	1	0	5453	5456	5454.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Zingel	1	8	1	0	5544	5544	5544
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	2	196	3	0.00410644642206198	4976	5245	5099
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Scorpaenidae	Pterois	1	5	1	0	5097	5097	5097
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	7	13	7	0.00387599026748379	5228	5425	5399.14285714286
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastolobus	1	1	1	0	6482	6482	6482
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Centropristis	1	3	1	0	5342	5342	5342
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Cephalopholis	1	3	1	0	5307	5307	5307
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Cromileptes	2	22	1	0	5380	5381	5380.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	4	6	3	0.00680130890638439	5237	5326	5314.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Plectropomus	2	19	19	0.0204170834483708	4680	5237	5183.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Stichaeidae	Cebidichthys	2	81	1	0	5251	5254	5252.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Synanceiidae	Synanceia	1	17	17	0.0894371285081464	5289	5405	5318
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Triglidae	Eutrigla	2	115	1	0	5331	5331	5331
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Zoarcidae	Melanostigma	2	270	1	0	5218	5220	5219
Opisthokonta	Metazoa	Chordata	Actinopteri	Perciformes	Zoarcidae	Ophthalmolycus	1	191	7	0.0118846152493398	5161	5282	5163
Opisthokonta	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	3	2	1	0	5363	5414	5396
Opisthokonta	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	1	176	1	0	5533	5533	5533
Opisthokonta	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	2	166	2	0.0121768586172897	5470	5523	5470
Opisthokonta	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Reinhardtius	1	238	31	0.0119705733750684	4981	5586	5307
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Brachymystax	2	3	3	0.0642440121452855	4742	5175	4832.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	3	4	2	0.00130175480232068	5340	5418	5367.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Hucho	1	9	2	0.00905869043874124	4871	5062	5062
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	11	443	50	0.0254137415029396	4703	6606	5129.72727272727
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	15	48	18	0.00827414466559991	4782	6009	5220.53333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	3	136	6	0.0811274433522567	4770	5297	5236
Opisthokonta	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Thymallus	1	439	2	0.00134048501787445	5241	5268	5241
Opisthokonta	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Euthynnus	1	10	1	0	5374	5374	5374
Opisthokonta	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Scomber	3	232	2	0.000863651724074127	5406	5446	5418.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	3	29	1	0	4867	5381	5209.33333333333
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Ariidae	Neoarius	1	1	1	0	5343	5343	5343
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	1	1	1	0	4985	4985	4985
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Tachysurus	2	4	3	0.0005790717133739	5485	5564	5504
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Clariidae	Channallabes	2	4	1	0	5320	5320	5320
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Clariidae	Clarias	4	35	21	0.0113994500235602	4836	5640	5421.5
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Cranoglanididae	Cranoglanis	1	16	3	0.0338542695924696	4914	5132	4914
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ameiurus	1	4	4	0.116931130886973	4723	4920	4723
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Pylodictis	1	1	1	0	4846	4846	4846
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasianodon	5	72	6	0.0141874569819512	4599	5094	5087
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Plotosidae	Plotosus	1	4	4	0.0231875385864345	5045	5106	5106
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Siluridae	Kryptopterus	1	3	1	0	5145	5145	5145
Opisthokonta	Metazoa	Chordata	Actinopteri	Siluriformes	Trichomycteridae	Trichomycterus	1	50	1	0	4939	4939	4939
Opisthokonta	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Acanthopagrus	3	22	3	0.00325338790506171	5429	5479	5448
Opisthokonta	Metazoa	Chordata	Actinopteri	Stomiiformes	Stomiidae	Borostomias	2	31	3	0.0152957562720922	5104	5192	5145
Opisthokonta	Metazoa	Chordata	Actinopteri	Syngnathiformes	Callionymidae	Callionymus	1	1	1	0	5208	5208	5208
Opisthokonta	Metazoa	Chordata	Actinopteri	Syngnathiformes	Callionymidae	Synchiropus	1	11	1	0	5322	5322	5322
Opisthokonta	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Dunckerocampus	1	1	1	0	5479	5479	5479
Opisthokonta	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Lagocephalus	1	5	1	0	5383	5383	5383
Opisthokonta	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Pao	1	1	1	0	5186	5186	5186
Opisthokonta	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	3	94	1	0	5175	5183	5178
Opisthokonta	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	3	33	7	0.0780472284119609	5128	5510	5271.66666666667
Opisthokonta	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Hyperoplus	2	34	3	0.0182508788232424	4893	5193	5193
Opisthokonta	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	Zeus	1	66	1	0	5486	5486	5486
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Myobatrachidae	Taudactylus	1	2	2	0.0727845750775223	5005	5096	5096
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	Spea	1	7	7	0.00435854234818351	4950	5228	5089
Opisthokonta	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	1	2	2	0.0225245210770179	5128	5266	5128
Opisthokonta	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	1	1	1	0	5551	5551	5551
Opisthokonta	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	Microcaecilia	1	1	1	0	6922	6922	6922
Opisthokonta	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Lethenteron	3	7	5	0.00343445775903308	4798	11428	9901
Opisthokonta	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	3	22	5	0.00269664001453583	4728	7486	5818
Opisthokonta	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	2	5	1	0	4560	6060	5310
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	1	1	1	0	5179	5179	5179
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Hypanus	2	2	1	0	6706	6706	6706
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Mobula	2	1	1	0	6770	6770	6770
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Amblyraja	1	1	1	0	6524	6524	6524
Opisthokonta	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	1	1	1	0	6952	6952	6952
Opisthokonta	Metazoa	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	1	350	2	0.00577562529534534	6104	6106	6104
Opisthokonta	Metazoa	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Aplidium	2	23	3	0.00923760301233857	5596	6201	5987.5
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	2	564	41	0.00810092661030216	5610	12563	6162.5
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	3	888	665	0.00631822021282827	4410	10074	6030.33333333333
Opisthokonta	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Corellidae	Corella	1	368	5	0.00375634745421738	5401	10053	5401
Opisthokonta	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	1	2	1	0	5142	5142	5142
Opisthokonta	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	1	1	1	0	5060	5060	5060
Opisthokonta	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Phrynocephalus	1	4	4	0.0596167127639534	6058	6768	6768
Opisthokonta	Metazoa	Chordata	Dipnoi	Ceratodontiformes	Ceratodontidae	Neoceratodus	1	3	3	0.228113275686215	4649	12392	6263
Opisthokonta	Metazoa	Chordata	Dipnoi	Ceratodontiformes	Protopteridae	Protopterus	1	106	106	0.127838560939061	4894	7125	6247
Opisthokonta	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	1	4	4	0.0140642686959011	7027	7153	7027
Opisthokonta	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Marisa	1	83	9	0.00619411840716971	5137	6937	6773
Opisthokonta	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	1	1	1	0	6419	6419	6419
Opisthokonta	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Sinotaia	1	6	1	0	5388	5388	5388
Opisthokonta	Metazoa	Mollusca	Gastropoda	Caenogastropoda	Lymnaeidae	Ampullaceana	1	1	1	0	6527	6527	6527
Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Planorbidae	Biomphalaria	8	236	16	0.00722362928117074	5634	6911	6632.625
Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Planorbidae	Bulinus	1	1	1	0	5479	5479	5479
Opisthokonta	Metazoa	Mollusca	Gastropoda	Hygrophila	Physidae	Physella	2	306	4	0.00332632459896796	5400	6594	5997
